year,region,industry,subsector_letter,info_type,data
2012,Northern Ireland,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,19.91450408293131
2012,Northern Ireland,Manufacturing,C,Output per hour worked,31.680911976341957
2012,Northern Ireland,Construction,F,Output per hour worked,19.123289070838332
2012,Northern Ireland,Trade,G,Output per hour worked,17.58287202316153
2012,Northern Ireland,Transport,H,Output per hour worked,20.06117975707502
2012,Northern Ireland,Leisure and Entertainment,I,Output per hour worked,13.414817623274603
2012,Northern Ireland,Telecoms,J,Output per hour worked,32.84339438157784
2012,Northern Ireland,Financial Services,K,Output per hour worked,37.29548190033405
2012,Northern Ireland,Financial Services,L,Output per hour worked,288.4176374158053
2012,Northern Ireland,Professional and Business Services,M,Output per hour worked,22.161951034091416
2012,Northern Ireland,Professional and Business Services,N,Output per hour worked,14.505223714466352
2012,Northern Ireland,Public Aadmin and Defence,O,Output per hour worked,30.44468810544733
2012,Northern Ireland,Education and Health,P,Output per hour worked,23.722193161080575
2012,Northern Ireland,Education and Health,Q,Output per hour worked,19.854262705814122
2012,Northern Ireland,Leisure and Entertainment,R,Output per hour worked,15.372754877580476
2012,Northern Ireland,Other Services,S and T,Output per hour worked,28.153562807201105
2013,Northern Ireland,All Industries,All Industries,Output per hour worked,25.875837273498536
2013,Northern Ireland,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,22.110565721001134
2013,Northern Ireland,Manufacturing,C,Output per hour worked,32.19013465872066
2013,Northern Ireland,Construction,F,Output per hour worked,19.700190924126105
2013,Northern Ireland,Trade,G,Output per hour worked,17.92322644750267
2013,Northern Ireland,Transport,H,Output per hour worked,22.74629667970793
2013,Northern Ireland,Leisure and Entertainment,I,Output per hour worked,14.839682322303359
2013,Northern Ireland,Telecoms,J,Output per hour worked,33.608448419311955
2013,Northern Ireland,Financial Services,K,Output per hour worked,41.673129636960965
2013,Northern Ireland,Financial Services,L,Output per hour worked,321.01654836940435
2013,Northern Ireland,Professional and Business Services,M,Output per hour worked,21.04384016968817
2013,Northern Ireland,Professional and Business Services,N,Output per hour worked,14.085804191079268
2013,Northern Ireland,Public Aadmin and Defence,O,Output per hour worked,29.610742606254522
2013,Northern Ireland,Education and Health,P,Output per hour worked,23.857068053966962
2013,Northern Ireland,Education and Health,Q,Output per hour worked,19.496917569642733
2013,Northern Ireland,Leisure and Entertainment,R,Output per hour worked,15.569122618355717
2013,Northern Ireland,Other Services,S and T,Output per hour worked,29.863872069576587
2014,Northern Ireland,All Industries,All Industries,Output per hour worked,25.927033914792887
2014,Northern Ireland,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,21.589878595246763
2014,Northern Ireland,Manufacturing,C,Output per hour worked,30.920571888089736
2014,Northern Ireland,Construction,F,Output per hour worked,19.48452084548606
2014,Northern Ireland,Trade,G,Output per hour worked,18.350192474675975
2014,Northern Ireland,Transport,H,Output per hour worked,24.336225020641947
2014,Northern Ireland,Leisure and Entertainment,I,Output per hour worked,15.436930616774184
2014,Northern Ireland,Telecoms,J,Output per hour worked,29.292901317905145
2014,Northern Ireland,Financial Services,K,Output per hour worked,45.910745342980356
2014,Northern Ireland,Financial Services,L,Output per hour worked,243.75520577807683
2014,Northern Ireland,Professional and Business Services,M,Output per hour worked,21.551021787756024
2014,Northern Ireland,Professional and Business Services,N,Output per hour worked,15.388701215438854
2014,Northern Ireland,Public Aadmin and Defence,O,Output per hour worked,30.41238829262897
2014,Northern Ireland,Education and Health,P,Output per hour worked,23.068973256002682
2014,Northern Ireland,Education and Health,Q,Output per hour worked,19.972547029447156
2014,Northern Ireland,Leisure and Entertainment,R,Output per hour worked,14.6094463391795
2014,Northern Ireland,Other Services,S and T,Output per hour worked,28.778087537295956
2015,Northern Ireland,All Industries,All Industries,Output per hour worked,26.41450366783649
2015,Northern Ireland,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,23.501142945295303
2015,Northern Ireland,Manufacturing,C,Output per hour worked,34.81587103662092
2015,Northern Ireland,Construction,F,Output per hour worked,19.417113418193097
2015,Northern Ireland,Trade,G,Output per hour worked,18.81444642993882
2015,Northern Ireland,Transport,H,Output per hour worked,23.305287010224838
2015,Northern Ireland,Leisure and Entertainment,I,Output per hour worked,14.022366547074933
2015,Northern Ireland,Telecoms,J,Output per hour worked,32.277467136284336
2015,Northern Ireland,Financial Services,K,Output per hour worked,40.14519316381514
2015,Northern Ireland,Financial Services,L,Output per hour worked,286.84793353239706
2015,Northern Ireland,Professional and Business Services,M,Output per hour worked,20.008177040606885
2015,Northern Ireland,Professional and Business Services,N,Output per hour worked,14.63407456260388
2015,Northern Ireland,Public Aadmin and Defence,O,Output per hour worked,31.72403933798175
2015,Northern Ireland,Education and Health,P,Output per hour worked,23.938111390904623
2015,Northern Ireland,Education and Health,Q,Output per hour worked,20.003572816079007
2015,Northern Ireland,Leisure and Entertainment,R,Output per hour worked,15.729143719057518
2015,Northern Ireland,Other Services,S and T,Output per hour worked,29.696735971460118
2016,Northern Ireland,All Industries,All Industries,Output per hour worked,27.15820798759658
2016,Northern Ireland,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,22.390995032024758
2016,Northern Ireland,Manufacturing,C,Output per hour worked,36.105211218216525
2016,Northern Ireland,Construction,F,Output per hour worked,20.612944824264744
2016,Northern Ireland,Trade,G,Output per hour worked,19.697477186621082
2016,Northern Ireland,Transport,H,Output per hour worked,26.286791905037063
2016,Northern Ireland,Leisure and Entertainment,I,Output per hour worked,14.13117030039468
2016,Northern Ireland,Telecoms,J,Output per hour worked,32.42851207801822
2016,Northern Ireland,Financial Services,K,Output per hour worked,36.93345228490954
2016,Northern Ireland,Financial Services,L,Output per hour worked,232.1030995615507
2016,Northern Ireland,Professional and Business Services,M,Output per hour worked,21.200815200155784
2016,Northern Ireland,Professional and Business Services,N,Output per hour worked,15.81348100295275
2016,Northern Ireland,Public Aadmin and Defence,O,Output per hour worked,34.2307705392015
2016,Northern Ireland,Education and Health,P,Output per hour worked,23.813109926595033
2016,Northern Ireland,Education and Health,Q,Output per hour worked,20.70925333608346
2016,Northern Ireland,Leisure and Entertainment,R,Output per hour worked,17.07317642708317
2016,Northern Ireland,Other Services,S and T,Output per hour worked,33.4373413338551
1997,UK,All Industries,All Industries,Output per job,30862.284886805577
1997,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,61455.87983885707
1997,UK,Manufacturing,C,Output per job,34144.3233604046
1997,UK,Construction,F,Output per job,25486.70564143486
1997,UK,Trade,G,Output per job,21726.52671712729
1997,UK,Transport,H,Output per job,32339.558692717805
1997,UK,Leisure and Entertainment,I,Output per job,12450.011318112034
1997,UK,Telecoms,J,Output per job,41436.5857529469
1997,UK,Financial Services,K,Output per job,46496.87158963747
1997,UK,Financial Services,L,Output per job,462830.2149839913
1997,UK,Professional and Business Services,M,Output per job,28534.46083497505
1997,UK,Professional and Business Services,N,Output per job,17700.58017498788
1997,UK,Public Aadmin and Defence,O,Output per job,27424.885891434657
1997,UK,Education and Health,P,Output per job,21807.29053120249
1997,UK,Education and Health,Q,Output per job,17247.919656708535
1997,UK,Leisure and Entertainment,R,Output per job,15690.89383566458
1997,UK,Other Services,S and T,Output per job,23195.21896500879
1998,UK,All Industries,All Industries,Output per job,31825.984817610322
1998,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,60146.048196791366
1998,UK,Manufacturing,C,Output per job,34188.09444713476
1998,UK,Construction,F,Output per job,26848.788397567085
1998,UK,Trade,G,Output per job,22347.580056005518
1998,UK,Transport,H,Output per job,33118.80269054311
1998,UK,Leisure and Entertainment,I,Output per job,13563.820131886287
1998,UK,Telecoms,J,Output per job,44700.66228946035
1998,UK,Financial Services,K,Output per job,46797.12648432476
1998,UK,Financial Services,L,Output per job,473023.1755817807
1998,UK,Professional and Business Services,M,Output per job,30101.658185614117
1998,UK,Professional and Business Services,N,Output per job,19186.71438497528
1998,UK,Public Aadmin and Defence,O,Output per job,27696.882384383254
1998,UK,Education and Health,P,Output per job,22855.267176707483
1998,UK,Education and Health,Q,Output per job,18300.520662262803
1998,UK,Leisure and Entertainment,R,Output per job,17456.01844107247
1998,UK,Other Services,S and T,Output per job,25215.83796981615
1999,UK,All Industries,All Industries,Output per job,32494.881698489622
1999,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,65035.27637150283
1999,UK,Manufacturing,C,Output per job,34531.74332376329
1999,UK,Construction,F,Output per job,27418.766039802347
1999,UK,Trade,G,Output per job,22871.836034407632
1999,UK,Transport,H,Output per job,33099.34879615133
1999,UK,Leisure and Entertainment,I,Output per job,14176.573018006005
1999,UK,Telecoms,J,Output per job,48304.593174803296
1999,UK,Financial Services,K,Output per job,43677.82758727922
1999,UK,Financial Services,L,Output per job,486956.0218271701
1999,UK,Professional and Business Services,M,Output per job,31008.16877964068
1999,UK,Professional and Business Services,N,Output per job,20457.653314347477
1999,UK,Public Aadmin and Defence,O,Output per job,28504.337174906246
1999,UK,Education and Health,P,Output per job,23527.907437953178
1999,UK,Education and Health,Q,Output per job,19028.220205753507
1999,UK,Leisure and Entertainment,R,Output per job,17502.996468601123
1999,UK,Other Services,S and T,Output per job,26516.098292198443
2000,UK,All Industries,All Industries,Output per job,34075.80055379534
2000,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,79964.17283124616
2000,UK,Manufacturing,C,Output per job,36463.60974354466
2000,UK,Construction,F,Output per job,31081.604562868695
2000,UK,Trade,G,Output per job,23231.46571455722
2000,UK,Transport,H,Output per job,33441.27343887163
2000,UK,Leisure and Entertainment,I,Output per job,14808.647186832022
2000,UK,Telecoms,J,Output per job,52491.4182593916
2000,UK,Financial Services,K,Output per job,43727.10501365976
2000,UK,Financial Services,L,Output per job,493791.05752257456
2000,UK,Professional and Business Services,M,Output per job,32022.66360526798
2000,UK,Professional and Business Services,N,Output per job,21792.6068839818
2000,UK,Public Aadmin and Defence,O,Output per job,29900.24766908517
2000,UK,Education and Health,P,Output per job,24281.303684806255
2000,UK,Education and Health,Q,Output per job,19933.92995745035
2000,UK,Leisure and Entertainment,R,Output per job,17851.19546771588
2000,UK,Other Services,S and T,Output per job,26986.03950842488
2001,UK,All Industries,All Industries,Output per job,35087.712203524316
2001,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,81670.87492448317
2001,UK,Manufacturing,C,Output per job,37002.2008365723
2001,UK,Construction,F,Output per job,31522.377393959094
2001,UK,Trade,G,Output per job,25061.858758420447
2001,UK,Transport,H,Output per job,33548.40388310418
2001,UK,Leisure and Entertainment,I,Output per job,15706.830360537295
2001,UK,Telecoms,J,Output per job,51082.22535644156
2001,UK,Financial Services,K,Output per job,44522.36714154262
2001,UK,Financial Services,L,Output per job,480311.95909851114
2001,UK,Professional and Business Services,M,Output per job,33906.69413077723
2001,UK,Professional and Business Services,N,Output per job,22167.519169653533
2001,UK,Public Aadmin and Defence,O,Output per job,31503.84396205353
2001,UK,Education and Health,P,Output per job,26313.409524593677
2001,UK,Education and Health,Q,Output per job,21232.18088026803
2001,UK,Leisure and Entertainment,R,Output per job,17860.871115601647
2001,UK,Other Services,S and T,Output per job,27714.48904433295
2002,UK,All Industries,All Industries,Output per job,36488.48282046071
2002,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,85408.5333013385
2002,UK,Manufacturing,C,Output per job,38391.87152888118
2002,UK,Construction,F,Output per job,35437.294809300256
2002,UK,Trade,G,Output per job,25061.329668224047
2002,UK,Transport,H,Output per job,34737.59323069769
2002,UK,Leisure and Entertainment,I,Output per job,16218.708692046752
2002,UK,Telecoms,J,Output per job,54503.54342099114
2002,UK,Financial Services,K,Output per job,47849.33017646985
2002,UK,Financial Services,L,Output per job,474979.8675794271
2002,UK,Professional and Business Services,M,Output per job,36728.36075648104
2002,UK,Professional and Business Services,N,Output per job,23090.960201627684
2002,UK,Public Aadmin and Defence,O,Output per job,32506.84674320173
2002,UK,Education and Health,P,Output per job,27780.962964440627
2002,UK,Education and Health,Q,Output per job,22637.15453396604
2002,UK,Leisure and Entertainment,R,Output per job,19053.89349547643
2002,UK,Other Services,S and T,Output per job,27695.335898811245
2003,UK,All Industries,All Industries,Output per job,38310.62386002879
2003,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,90445.88579276367
2003,UK,Manufacturing,C,Output per job,40383.89317734425
2003,UK,Construction,F,Output per job,36282.97000598638
2003,UK,Trade,G,Output per job,26387.488158950833
2003,UK,Transport,H,Output per job,36670.98169787884
2003,UK,Leisure and Entertainment,I,Output per job,16876.814087504525
2003,UK,Telecoms,J,Output per job,58149.21189358841
2003,UK,Financial Services,K,Output per job,56394.01433174558
2003,UK,Financial Services,L,Output per job,467751.59695654875
2003,UK,Professional and Business Services,M,Output per job,38088.052216977914
2003,UK,Professional and Business Services,N,Output per job,24575.765248791842
2003,UK,Public Aadmin and Defence,O,Output per job,34453.99089119495
2003,UK,Education and Health,P,Output per job,28538.26844678017
2003,UK,Education and Health,Q,Output per job,23862.54238297721
2003,UK,Leisure and Entertainment,R,Output per job,20907.671962520853
2003,UK,Other Services,S and T,Output per job,28530.623956881012
2004,UK,All Industries,All Industries,Output per job,39787.99282305884
2004,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,92302.84139917216
2004,UK,Manufacturing,C,Output per job,41997.05504985769
2004,UK,Construction,F,Output per job,36835.225894030504
2004,UK,Trade,G,Output per job,27560.55152839224
2004,UK,Transport,H,Output per job,37548.16786351292
2004,UK,Leisure and Entertainment,I,Output per job,17055.054490098777
2004,UK,Telecoms,J,Output per job,62797.133679508115
2004,UK,Financial Services,K,Output per job,69297.55789294493
2004,UK,Financial Services,L,Output per job,448136.8770565835
2004,UK,Professional and Business Services,M,Output per job,39000.19694897783
2004,UK,Professional and Business Services,N,Output per job,25004.319892400206
2004,UK,Public Aadmin and Defence,O,Output per job,35838.22961664011
2004,UK,Education and Health,P,Output per job,29573.6202272082
2004,UK,Education and Health,Q,Output per job,25355.409351695016
2004,UK,Leisure and Entertainment,R,Output per job,22009.896190534946
2004,UK,Other Services,S and T,Output per job,29780.532217759635
2005,UK,All Industries,All Industries,Output per job,41746.84537027007
2005,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,93380.48277801642
2005,UK,Manufacturing,C,Output per job,45522.20600020242
2005,UK,Construction,F,Output per job,39671.40436878338
2005,UK,Trade,G,Output per job,28423.531681655975
2005,UK,Transport,H,Output per job,38456.97498122139
2005,UK,Leisure and Entertainment,I,Output per job,17732.609207586174
2005,UK,Telecoms,J,Output per job,63231.730999916974
2005,UK,Financial Services,K,Output per job,83616.20413909318
2005,UK,Financial Services,L,Output per job,439954.02974902536
2005,UK,Professional and Business Services,M,Output per job,38869.11027745153
2005,UK,Professional and Business Services,N,Output per job,24862.522648280275
2005,UK,Public Aadmin and Defence,O,Output per job,38904.42962102971
2005,UK,Education and Health,P,Output per job,30964.985271477388
2005,UK,Education and Health,Q,Output per job,26287.373182449814
2005,UK,Leisure and Entertainment,R,Output per job,22693.437393174205
2005,UK,Other Services,S and T,Output per job,31897.049724780987
2006,UK,All Industries,All Industries,Output per job,43665.94997441936
2006,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,104895.07661050642
2006,UK,Manufacturing,C,Output per job,46889.4774138637
2006,UK,Construction,F,Output per job,42132.238157617074
2006,UK,Trade,G,Output per job,30171.015168448284
2006,UK,Transport,H,Output per job,38517.89392736982
2006,UK,Leisure and Entertainment,I,Output per job,18209.85253345021
2006,UK,Telecoms,J,Output per job,63427.069833537986
2006,UK,Financial Services,K,Output per job,90734.96160265456
2006,UK,Financial Services,L,Output per job,419080.9124598142
2006,UK,Professional and Business Services,M,Output per job,42226.73232637407
2006,UK,Professional and Business Services,N,Output per job,25920.309608533786
2006,UK,Public Aadmin and Defence,O,Output per job,40368.80998157146
2006,UK,Education and Health,P,Output per job,32219.50702943262
2006,UK,Education and Health,Q,Output per job,27629.984868559543
2006,UK,Leisure and Entertainment,R,Output per job,22261.42750094106
2006,UK,Other Services,S and T,Output per job,32682.404590501632
2007,UK,All Industries,All Industries,Output per job,45386.00428231804
2007,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,105876.53091329444
2007,UK,Manufacturing,C,Output per job,48254.6473247003
2007,UK,Construction,F,Output per job,43826.13184026176
2007,UK,Trade,G,Output per job,31289.422919295786
2007,UK,Transport,H,Output per job,40394.8097931172
2007,UK,Leisure and Entertainment,I,Output per job,18794.004533934167
2007,UK,Telecoms,J,Output per job,65491.41100818211
2007,UK,Financial Services,K,Output per job,102473.51504269433
2007,UK,Financial Services,L,Output per job,409761.12740610377
2007,UK,Professional and Business Services,M,Output per job,43283.531906891614
2007,UK,Professional and Business Services,N,Output per job,26084.194590574498
2007,UK,Public Aadmin and Defence,O,Output per job,41424.84040987849
2007,UK,Education and Health,P,Output per job,33911.918757554515
2007,UK,Education and Health,Q,Output per job,28860.920870740614
2007,UK,Leisure and Entertainment,R,Output per job,23209.578520997817
2007,UK,Other Services,S and T,Output per job,33945.03066660877
2008,UK,All Industries,All Industries,Output per job,46249.68848694548
2008,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,109500.60936174326
2008,UK,Manufacturing,C,Output per job,50934.84384888711
2008,UK,Construction,F,Output per job,41107.08624836029
2008,UK,Trade,G,Output per job,31736.377500522474
2008,UK,Transport,H,Output per job,42477.03512693696
2008,UK,Leisure and Entertainment,I,Output per job,18679.67201224946
2008,UK,Telecoms,J,Output per job,69638.70612798096
2008,UK,Financial Services,K,Output per job,92461.97792251434
2008,UK,Financial Services,L,Output per job,432072.37316646805
2008,UK,Professional and Business Services,M,Output per job,45003.030587708294
2008,UK,Professional and Business Services,N,Output per job,26380.588267585405
2008,UK,Public Aadmin and Defence,O,Output per job,43347.55660869178
2008,UK,Education and Health,P,Output per job,35658.88331296472
2008,UK,Education and Health,Q,Output per job,28643.34024776939
2008,UK,Leisure and Entertainment,R,Output per job,23777.845967187655
2008,UK,Other Services,S and T,Output per job,35921.42628649897
2009,UK,All Industries,All Industries,Output per job,45955.88864303325
2009,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,104460.90073584515
2009,UK,Manufacturing,C,Output per job,50838.39035277084
2009,UK,Construction,F,Output per job,36789.86725692979
2009,UK,Trade,G,Output per job,32027.706342929
2009,UK,Transport,H,Output per job,39844.38044042702
2009,UK,Leisure and Entertainment,I,Output per job,18314.665464073754
2009,UK,Telecoms,J,Output per job,70473.04493521075
2009,UK,Financial Services,K,Output per job,110534.26385755629
2009,UK,Financial Services,L,Output per job,382801.37420965784
2009,UK,Professional and Business Services,M,Output per job,43632.107946962555
2009,UK,Professional and Business Services,N,Output per job,26583.038555594172
2009,UK,Public Aadmin and Defence,O,Output per job,44597.43261673031
2009,UK,Education and Health,P,Output per job,35521.588621161405
2009,UK,Education and Health,Q,Output per job,29196.91587779688
2009,UK,Leisure and Entertainment,R,Output per job,25378.49975721873
2009,UK,Other Services,S and T,Output per job,39560.728450464085
2010,UK,All Industries,All Industries,Output per job,46871.40300687149
2010,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,97686.66453105056
2010,UK,Manufacturing,C,Output per job,55124.15079171936
2010,UK,Construction,F,Output per job,40682.82415587148
2010,UK,Trade,G,Output per job,33404.47837302952
2010,UK,Transport,H,Output per job,43542.39140486059
2010,UK,Leisure and Entertainment,I,Output per job,18478.030346831438
2010,UK,Telecoms,J,Output per job,71643.1111520759
2010,UK,Financial Services,K,Output per job,105474.73211862442
2010,UK,Financial Services,L,Output per job,378598.91879038524
2010,UK,Professional and Business Services,M,Output per job,44433.7147170661
2010,UK,Professional and Business Services,N,Output per job,26833.209893274357
2010,UK,Public Aadmin and Defence,O,Output per job,46307.40605174956
2010,UK,Education and Health,P,Output per job,35702.9336380093
2010,UK,Education and Health,Q,Output per job,28776.54695793959
2010,UK,Leisure and Entertainment,R,Output per job,24871.447393145867
2010,UK,Other Services,S and T,Output per job,44300.967007672436
2011,UK,All Industries,All Industries,Output per job,47805.36927474301
2011,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,96518.487638795
2011,UK,Manufacturing,C,Output per job,57380.18207597187
2011,UK,Construction,F,Output per job,43197.63559597286
2011,UK,Trade,G,Output per job,33556.38289740323
2011,UK,Transport,H,Output per job,45430.86882746479
2011,UK,Leisure and Entertainment,I,Output per job,19116.948303669662
2011,UK,Telecoms,J,Output per job,72433.48256434583
2011,UK,Financial Services,K,Output per job,102696.56050709481
2011,UK,Financial Services,L,Output per job,406272.0280687137
2011,UK,Professional and Business Services,M,Output per job,46085.736294303846
2011,UK,Professional and Business Services,N,Output per job,26789.730711959877
2011,UK,Public Aadmin and Defence,O,Output per job,48576.906146808615
2011,UK,Education and Health,P,Output per job,36092.82714417178
2011,UK,Education and Health,Q,Output per job,28789.74653023576
2011,UK,Leisure and Entertainment,R,Output per job,25291.941946473748
2011,UK,Other Services,S and T,Output per job,42791.42459174436
2012,UK,All Industries,All Industries,Output per job,48838.646287208096
2012,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,97507.58735620868
2012,UK,Manufacturing,C,Output per job,58018.198959251655
2012,UK,Construction,F,Output per job,44486.84506535436
2012,UK,Trade,G,Output per job,33190.9768635429
2012,UK,Transport,H,Output per job,45263.91717459059
2012,UK,Leisure and Entertainment,I,Output per job,20863.91246357976
2012,UK,Telecoms,J,Output per job,73223.6200726745
2012,UK,Financial Services,K,Output per job,100379.62593614981
2012,UK,Financial Services,L,Output per job,423376.3556993408
2012,UK,Professional and Business Services,M,Output per job,47246.19238796574
2012,UK,Professional and Business Services,N,Output per job,27334.633580783633
2012,UK,Public Aadmin and Defence,O,Output per job,51319.12938931573
2012,UK,Education and Health,P,Output per job,36061.55360530815
2012,UK,Education and Health,Q,Output per job,29495.622746121335
2012,UK,Leisure and Entertainment,R,Output per job,27052.890902258794
2012,UK,Other Services,S and T,Output per job,45239.79954359989
2013,UK,All Industries,All Industries,Output per job,50170.62262516197
2013,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,106559.47291581222
2013,UK,Manufacturing,C,Output per job,62477.63126753288
2013,UK,Construction,F,Output per job,46412.70706124614
2013,UK,Trade,G,Output per job,34134.02270635194
2013,UK,Transport,H,Output per job,48488.33703617545
2013,UK,Leisure and Entertainment,I,Output per job,22322.09580884307
2013,UK,Telecoms,J,Output per job,74570.22060214895
2013,UK,Financial Services,K,Output per job,107340.47238132867
2013,UK,Financial Services,L,Output per job,404418.6480095347
2013,UK,Professional and Business Services,M,Output per job,48687.45774237443
2013,UK,Professional and Business Services,N,Output per job,28556.85173582197
2013,UK,Public Aadmin and Defence,O,Output per job,52014.38809197354
2013,UK,Education and Health,P,Output per job,35805.32649110439
2013,UK,Education and Health,Q,Output per job,28735.351820166296
2013,UK,Leisure and Entertainment,R,Output per job,26086.91871919397
2013,UK,Other Services,S and T,Output per job,45416.93424545455
2014,UK,All Industries,All Industries,Output per job,51289.237856758344
2014,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,98690.34243884709
2014,UK,Manufacturing,C,Output per job,63584.30534004736
2014,UK,Construction,F,Output per job,48336.13164077167
2014,UK,Trade,G,Output per job,36025.32829916639
2014,UK,Transport,H,Output per job,51463.45578699519
2014,UK,Leisure and Entertainment,I,Output per job,22546.624423684345
2014,UK,Telecoms,J,Output per job,74509.7392787872
2014,UK,Financial Services,K,Output per job,111367.74529259121
2014,UK,Financial Services,L,Output per job,423525.9042094092
2014,UK,Professional and Business Services,M,Output per job,49115.225136047804
2014,UK,Professional and Business Services,N,Output per job,28552.707339805278
2014,UK,Public Aadmin and Defence,O,Output per job,53013.22717216076
2014,UK,Education and Health,P,Output per job,36642.250362780695
2014,UK,Education and Health,Q,Output per job,29631.73769406403
2014,UK,Leisure and Entertainment,R,Output per job,26494.1630964981
2014,UK,Other Services,S and T,Output per job,44897.81892545156
2015,UK,All Industries,All Industries,Output per job,51906.45068661478
2015,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,98964.36621914733
2015,UK,Manufacturing,C,Output per job,65572.13666126503
2015,UK,Construction,F,Output per job,49455.2024953237
2015,UK,Trade,G,Output per job,36628.93115090527
2015,UK,Transport,H,Output per job,51701.09109461863
2015,UK,Leisure and Entertainment,I,Output per job,22748.25264290618
2015,UK,Telecoms,J,Output per job,74180.49779587805
2015,UK,Financial Services,K,Output per job,105115.52759116222
2015,UK,Financial Services,L,Output per job,435081.47226038144
2015,UK,Professional and Business Services,M,Output per job,50110.87301536282
2015,UK,Professional and Business Services,N,Output per job,28366.905392183355
2015,UK,Public Aadmin and Defence,O,Output per job,55052.951671397954
2015,UK,Education and Health,P,Output per job,36440.03662636982
2015,UK,Education and Health,Q,Output per job,30458.454885093717
2015,UK,Leisure and Entertainment,R,Output per job,28170.4281833638
2015,UK,Other Services,S and T,Output per job,46565.874686953655
2016,UK,All Industries,All Industries,Output per job,53191.20567107216
2016,UK,Natural Resources and Utilities,"A, B, D, and E",Output per job,99688.80967521643
2016,UK,Manufacturing,C,Output per job,68586.90220379425
2016,UK,Construction,F,Output per job,51144.28990234279
2016,UK,Trade,G,Output per job,38843.1869350265
2016,UK,Transport,H,Output per job,50036.46943288198
2016,UK,Leisure and Entertainment,I,Output per job,23527.134542211817
2016,UK,Telecoms,J,Output per job,77812.69163278895
2016,UK,Financial Services,K,Output per job,105610.95853429026
2016,UK,Financial Services,L,Output per job,452309.6049593588
2016,UK,Professional and Business Services,M,Output per job,50065.39666199488
2016,UK,Professional and Business Services,N,Output per job,29121.281199023237
2016,UK,Public Aadmin and Defence,O,Output per job,57345.2132227291
2016,UK,Education and Health,P,Output per job,35538.15104428749
2016,UK,Education and Health,Q,Output per job,31199.9548143069
2016,UK,Leisure and Entertainment,R,Output per job,28176.86761182781
2016,UK,Other Services,S and T,Output per job,50845.10125835247
1997,Scotland,All Industries,All Industries,Output per job,28320.454236851452
1997,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,53376.859367100406
1997,Scotland,Manufacturing,C,Output per job,34985.815120472194
1997,Scotland,Construction,F,Output per job,26306.454135257452
1997,Scotland,Trade,G,Output per job,19972.00799663362
1997,Scotland,Transport,H,Output per job,25647.72770486091
1997,Scotland,Leisure and Entertainment,I,Output per job,11881.562095801826
1997,Scotland,Telecoms,J,Output per job,33532.2119819939
1997,Scotland,Financial Services,K,Output per job,38927.826510980856
1997,Scotland,Financial Services,L,Output per job,503052.16261216544
1997,Scotland,Professional and Business Services,M,Output per job,24723.198721530352
1997,Scotland,Professional and Business Services,N,Output per job,15054.074116149697
1997,Scotland,Public Aadmin and Defence,O,Output per job,22804.392445754358
1997,Scotland,Education and Health,P,Output per job,25078.009956036985
1997,Scotland,Education and Health,Q,Output per job,17961.830437600693
1997,Scotland,Leisure and Entertainment,R,Output per job,12115.737983512134
1997,Scotland,Other Services,S and T,Output per job,21880.230922599152
1998,Scotland,All Industries,All Industries,Output per job,29587.042627184106
1998,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,50687.838919646
1998,Scotland,Manufacturing,C,Output per job,35611.385399727755
1998,Scotland,Construction,F,Output per job,27677.1922012206
1998,Scotland,Trade,G,Output per job,20994.42866165525
1998,Scotland,Transport,H,Output per job,27127.42628917991
1998,Scotland,Leisure and Entertainment,I,Output per job,12553.404886744172
1998,Scotland,Telecoms,J,Output per job,38978.22263588703
1998,Scotland,Financial Services,K,Output per job,41033.08537101621
1998,Scotland,Financial Services,L,Output per job,595551.2420373118
1998,Scotland,Professional and Business Services,M,Output per job,25682.18127386031
1998,Scotland,Professional and Business Services,N,Output per job,17278.48562796674
1998,Scotland,Public Aadmin and Defence,O,Output per job,25709.313721876522
1998,Scotland,Education and Health,P,Output per job,24820.606140190783
